Id,area,end_date,lat,lon,start_date
22940127,167214760.9875758,2019-08-06,65.75748381034528,-146.16999272063904,2019-06-21
22940138,293645600.3325431,2019-07-13,65.64746326396317,-148.18990367100898,2019-06-20
22941350,152618659.30420035,2019-07-23,66.58777039355715,-146.5506937824648,2019-06-23
22941333,1335989251.3621302,2019-08-12,66.6351373350869,-143.30718796442864,2019-06-22
23036871,360412616.7153661,2019-07-28,43.6336373539297,-112.7646707223802,2019-07-20
22939819,231396468.6112089,2019-07-27,62.99958065774131,-157.35302367939985,2019-06-21
22940160,237624914.99393627,2019-07-06,65.23535641017311,-160.30373585240733,2019-06-09
23159836,145753346.1010293,2019-08-11,42.6728229913166,-115.5203672717368,2019-08-04
23037277,245994251.22970185,2019-07-31,62.08970450924645,-158.25350356921737,2019-07-09
22939846,282486880.74136734,2019-07-09,60.61916463875886,-150.2616656005871,2019-06-05
23036806,176449581.60676628,2019-07-23,46.47210311410917,-119.69838139455253,2019-07-17
22939770,298590210.1098362,2019-07-20,63.23568641688219,-157.63602175158664,2019-06-18
23160475,171726674.96142033,2019-08-17,47.97133596553884,-118.4928060131422,2019-08-01
23160398,187825215.86828783,2019-09-05,60.51202510688443,-150.20502673306936,2019-08-09
23410594,300522212.0467144,2019-11-01,38.68252579907912,-122.7708095095577,2019-10-22
23300669,183962507.301859,2019-09-19,40.08895328294924,-120.59686721875585,2019-09-03
23495495,107973289.22822095,2019-12-04,29.87911033102882,-90.99969131720918,2019-11-01
22712973,331003692.9644752,2019-04-13,38.17394937273371,-96.6254441980973,2019-03-21
22798635,106256066.62266466,2019-04-11,36.823597034688845,-95.79512426334992,2019-04-01
22938749,448851174.6692264,2019-07-01,33.49683128821324,-111.19124161705687,2019-06-08
22712909,142318773.33180037,2019-04-17,38.51684700659992,-96.65900280587506,2019-03-24
23493986,358050975.4295694,2019-11-12,41.6273085158724,-111.3638444609456,2019-11-02
22713339,224318565.7066608,2019-04-13,37.35757362967273,-96.56537468154744,2019-03-31
22712904,175162473.61082676,2019-04-11,38.505749477933655,-96.46544135891806,2019-03-26
23301962,148114736.43998656,2019-10-08,35.66750597780582,-90.0932525076076,2019-09-04
